"기업규모별","산업분류","시점","항목",데이터
"5규모(상용근로자 500~999인)","B.광업(05~08)","2021","교육훈련비용 (천원)",5.5
"5규모(상용근로자 500~999인)","B.광업(05~08)","2022","상여금 및 성과금 (천원)",2223.2
"5규모(상용근로자 500~999인)","B.광업(05~08)","2022","법정외 복지비용 (천원)",164.8
"5규모(상용근로자 500~999인)","B.광업(05~08)","2022","채용관련비용(모집비) (천원)",0.7
"5규모(상용근로자 500~999인)","B.광업(05~08)","2022","교육훈련비용 (천원)",6.9
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2019","상여금 및 성과금 (천원)",1075.1
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2019","법정외 복지비용 (천원)",346.6
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2019","채용관련비용(모집비) (천원)",5.7
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2019","교육훈련비용 (천원)",46.2
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2020","상여금 및 성과금 (천원)",856.5
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2020","법정외 복지비용 (천원)",291.6
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2020","채용관련비용(모집비) (천원)",4.2
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2020","교육훈련비용 (천원)",12.5
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2021","상여금 및 성과금 (천원)",1060.5
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2021","법정외 복지비용 (천원)",296.6
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2021","채용관련비용(모집비) (천원)",5.6
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2021","교육훈련비용 (천원)",12.8
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2022","상여금 및 성과금 (천원)",1012.1
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2022","법정외 복지비용 (천원)",282.7
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2022","채용관련비용(모집비) (천원)",6.4
"5규모(상용근로자 500~999인)","C.제조업(10~34)","2022","교육훈련비용 (천원)",13.6
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","상여금 및 성과금 (천원)",2135.7
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","법정외 복지비용 (천원)",399.0
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","채용관련비용(모집비) (천원)",2.8
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","교육훈련비용 (천원)",35.6
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","상여금 및 성과금 (천원)",1684.8
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","법정외 복지비용 (천원)",506.1
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","채용관련비용(모집비) (천원)",3.7
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","교육훈련비용 (천원)",30.5
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","상여금 및 성과금 (천원)",1933.8
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","법정외 복지비용 (천원)",647.4
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","채용관련비용(모집비) (천원)",9.2
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","교육훈련비용 (천원)",35.9
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","상여금 및 성과금 (천원)",2071.7
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","법정외 복지비용 (천원)",652.9
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","채용관련비용(모집비) (천원)",5.1
"5규모(상용근로자 500~999인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","교육훈련비용 (천원)",49.3
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","상여금 및 성과금 (천원)",703.8
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","법정외 복지비용 (천원)",282.3
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","채용관련비용(모집비) (천원)",0.7
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","교육훈련비용 (천원)",19.5
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","상여금 및 성과금 (천원)",330.7
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","법정외 복지비용 (천원)",368.2
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","채용관련비용(모집비) (천원)",0.0
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","교육훈련비용 (천원)",0.0
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","상여금 및 성과금 (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","법정외 복지비용 (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","채용관련비용(모집비) (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","교육훈련비용 (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","상여금 및 성과금 (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","법정외 복지비용 (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","채용관련비용(모집비) (천원)",-
"5규모(상용근로자 500~999인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","교육훈련비용 (천원)",-
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2019","상여금 및 성과금 (천원)",585.9
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2019","법정외 복지비용 (천원)",248.4
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2019","채용관련비용(모집비) (천원)",5.3
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2019","교육훈련비용 (천원)",29.6
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2020","상여금 및 성과금 (천원)",789.9
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2020","법정외 복지비용 (천원)",244.7
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2020","채용관련비용(모집비) (천원)",4.6
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2020","교육훈련비용 (천원)",22.4
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2021","상여금 및 성과금 (천원)",729.5
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2021","법정외 복지비용 (천원)",426.4
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2021","채용관련비용(모집비) (천원)",5.9
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2021","교육훈련비용 (천원)",22.1
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2022","상여금 및 성과금 (천원)",227.0
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2022","법정외 복지비용 (천원)",262.7
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2022","채용관련비용(모집비) (천원)",9.0
"5규모(상용근로자 500~999인)","F.건설업(41~42)","2022","교육훈련비용 (천원)",20.3
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2019","상여금 및 성과금 (천원)",839.4
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2019","법정외 복지비용 (천원)",202.2
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2019","채용관련비용(모집비) (천원)",10.6
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2019","교육훈련비용 (천원)",29.1
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2020","상여금 및 성과금 (천원)",790.9
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2020","법정외 복지비용 (천원)",174.3
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2020","채용관련비용(모집비) (천원)",11.5
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2020","교육훈련비용 (천원)",18.0
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2021","상여금 및 성과금 (천원)",767.1
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2021","법정외 복지비용 (천원)",250.1
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2021","채용관련비용(모집비) (천원)",12.3
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2021","교육훈련비용 (천원)",23.8
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2022","상여금 및 성과금 (천원)",932.7
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2022","법정외 복지비용 (천원)",181.0
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2022","채용관련비용(모집비) (천원)",19.3
"5규모(상용근로자 500~999인)","G.도매 및 소매업(45~47)","2022","교육훈련비용 (천원)",33.7
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2019","상여금 및 성과금 (천원)",705.5
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2019","법정외 복지비용 (천원)",262.6
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2019","채용관련비용(모집비) (천원)",1.4
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2019","교육훈련비용 (천원)",15.2
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2020","상여금 및 성과금 (천원)",475.5
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2020","법정외 복지비용 (천원)",183.6
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2020","채용관련비용(모집비) (천원)",0.4
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2020","교육훈련비용 (천원)",6.3
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2021","상여금 및 성과금 (천원)",522.8
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2021","법정외 복지비용 (천원)",166.4
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2021","채용관련비용(모집비) (천원)",1.1
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2021","교육훈련비용 (천원)",2.7
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2022","상여금 및 성과금 (천원)",791.8
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2022","법정외 복지비용 (천원)",203.5
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2022","채용관련비용(모집비) (천원)",2.8
"5규모(상용근로자 500~999인)","H.운수 및 창고업(49~52)","2022","교육훈련비용 (천원)",10.5
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2019","상여금 및 성과금 (천원)",259.5
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2019","법정외 복지비용 (천원)",114.6
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2019","채용관련비용(모집비) (천원)",15.5
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2019","교육훈련비용 (천원)",19.9
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2020","상여금 및 성과금 (천원)",412.2
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2020","법정외 복지비용 (천원)",88.9
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2020","채용관련비용(모집비) (천원)",2.1
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2020","교육훈련비용 (천원)",5.2
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2021","상여금 및 성과금 (천원)",330.7
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2021","법정외 복지비용 (천원)",67.2
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2021","채용관련비용(모집비) (천원)",2.1
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2021","교육훈련비용 (천원)",4.6
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2022","상여금 및 성과금 (천원)",217.3
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2022","법정외 복지비용 (천원)",122.9
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2022","채용관련비용(모집비) (천원)",6.4
"5규모(상용근로자 500~999인)","I.숙박 및 음식점업(55~56)","2022","교육훈련비용 (천원)",9.1
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2019","상여금 및 성과금 (천원)",847.6
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2019","법정외 복지비용 (천원)",373.0
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2019","채용관련비용(모집비) (천원)",10.1
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2019","교육훈련비용 (천원)",15.7
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2020","상여금 및 성과금 (천원)",1016.7
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2020","법정외 복지비용 (천원)",409.4
